,park_name,census_tract,ct,household,median_income
1260,Linden Setting Area,"1400000US36047088800,",['1400000US36047088800'],1459,43046.0
1261,Quarry Ballfields,"1400000US36005037504,",['1400000US36005037504'],1249,15707.0
1262,Dahill Triangle,"1400000US36047044600,",['1400000US36047044600'],691,47031.0
1263,Genesis Park Community Garden,"1400000US36005018500,",['1400000US36005018500'],2439,26496.0
1264,Vito Locascio Field,"1400000US36081005800,",['1400000US36081005800'],1982,72639.0
1265,Humacao Community Garden,"1400000US36061017000,",['1400000US36061017000'],3263,30711.0
1266,St. Mary's Park,"1400000US36005003700,1400000US36047007700,1400000US36005003500,","['1400000US36005003700', '1400000US36047007700', '1400000US36005003500']",3308,75066.5
1267,Minetta Playground,"1400000US36061006500,",['1400000US36061006500'],3041,97718.0
1268,Martin Luther King Jr. Playground,"1400000US36047115800,",['1400000US36047115800'],901,44142.0
1269,Abraham Lincoln Playground,"1400000US36061021000,",['1400000US36061021000'],3067,29811.0
1270,Harvey Park,"1400000US36081103900,",['1400000US36081103900'],2107,80830.0
1271,Gladys Warren Triangle,"1400000US36081050400,",['1400000US36081050400'],582,64554.0
1272,Playground Sixty Two LXII,"1400000US36081074500,",['1400000US36081074500'],1505,34141.0
1273,Freeman Triangle,"1400000US36005012101,",['1400000US36005012101'],869,27813.0
1274,New Vision Garden,"1400000US36047112400,",['1400000US36047112400'],1139,40707.0
1275,Alexander Hamilton Playground,"1400000US36061022500,",['1400000US36061022500'],3467,48157.0
1276,Father Giorgio Triangle,"1400000US36047050100,",['1400000US36047050100'],1394,73919.0
1277,Lt. Joseph Petrosino Park,"1400000US36047026200,",['1400000US36047026200'],778,57121.0
1278,Walt Whitman Park,"1400000US36047001300,",['1400000US36047001300'],876,111500.0
1279,Prospect Park,"1400000US36047017700,",['1400000US36047017700'],0,
1280,Mt. Carmel Triangle,"1400000US36047051500,",['1400000US36047051500'],745,96146.0
1281,Othmar Ammann Playground,"1400000US36061024200,",['1400000US36061024200'],1471,18275.0
1282,The Mall And Rumsey Playfield,"1400000US36061014300,",['1400000US36061014300'],0,
1283,P.s./i.s. 187 - Manhattan,"1400000US36061027300,",['1400000US36061027300'],3219,74621.0
1284,Saratoga Ballfields,"1400000US36047030300,",['1400000US36047030300'],1620,19696.0
1285,Castle Hill Playground,"1400000US36005022200,",['1400000US36005022200'],1179,40331.0
1286,Flushing Meadows Corona Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,","['1400000US36081038302', '1400000US36081038301', '1400000US36081079300', '1400000US36081041500']",1048,40345.0
1287,Rocket Park,"1400000US36081005800,",['1400000US36081005800'],1982,72639.0
1288,Park,"1400000US36081066400,1400000US36081099802,1400000US36005016500,1400000US36005039500,1400000US36047001300,1400000US36081101001,1400000US36047150200,1400000US36081058000,1400000US36047014300,1400000US36047050400,1400000US36047001800,1400000US36061019200,1400000US36005026900,1400000US36081092800,1400000US36047020100,1400000US36081093401,1400000US36085017005,1400000US36005018900,1400000US36085011202,1400000US36081093800,1400000US36005000400,1400000US36005022500,1400000US36005023100,1400000US36085017008,1400000US36061016400,1400000US36005018102,1400000US36081043900,1400000US36085020804,1400000US36085017009,1400000US36005022901,1400000US36047016400,1400000US36061005501,1400000US36005021700,1400000US36047014700,1400000US36005021301,1400000US36081097202,1400000US36081021400,1400000US36047035200,1400000US36061015200,1400000US36081096400,1400000US36081051300,1400000US36005017902,1400000US36047088800,1400000US36047053500,1400000US36081094202,1400000US36005020900,1400000US36005029302,1400000US36005029301,1400000US36005017901,1400000US36047011700,1400000US36047012000,","['1400000US36081066400', '1400000US36081099802', '1400000US36005016500', '1400000US36005039500', '1400000US36047001300', '1400000US36081101001', '1400000US36047150200', '1400000US36081058000', '1400000US36047014300', '1400000US36047050400', '1400000US36047001800', '1400000US36061019200', '1400000US36005026900', '1400000US36081092800', '1400000US36047020100', '1400000US36081093401', '1400000US36085017005', '1400000US36005018900', '1400000US36085011202', '1400000US36081093800', '1400000US36005000400', '1400000US36005022500', '1400000US36005023100', '1400000US36085017008', '1400000US36061016400', '1400000US36005018102', '1400000US36081043900', '1400000US36085020804', '1400000US36085017009', '1400000US36005022901', '1400000US36047016400', '1400000US36061005501', '1400000US36005021700', '1400000US36047014700', '1400000US36005021301', '1400000US36081097202', '1400000US36081021400', '1400000US36047035200', '1400000US36061015200', '1400000US36081096400', '1400000US36081051300', '1400000US36005017902', '1400000US36047088800', '1400000US36047053500', '1400000US36081094202', '1400000US36005020900', '1400000US36005029302', '1400000US36005029301', '1400000US36005017901', '1400000US36047011700', '1400000US36047012000']",78880,58060.68
1289,Emerald Playground,"1400000US36081122701,",['1400000US36081122701'],4422,51045.0
1290,Ebenezer Wesleyan Garden,"1400000US36061016600,",['1400000US36061016600'],2854,35306.0
1291,Bellaire Playground,"1400000US36081049200,",['1400000US36081049200'],1739,54432.0
1292,Luna Park,"1400000US36047035000,",['1400000US36047035000'],1457,30889.0
1293,Barclay Triangle,"1400000US36081036500,",['1400000US36081036500'],948,49375.0
1294,Clifton Pl Memorial Park and Garden,"1400000US36047024300,",['1400000US36047024300'],1745,54505.0
1295,Woodside Memorial Plaza,"1400000US36081025900,",['1400000US36081025900'],1055,47529.0
1296,East River Walk,"1400000US36061012400,1400000US36061013600,1400000US36061011600,1400000US36061010602,1400000US36061013200,","['1400000US36061012400', '1400000US36061013600', '1400000US36061011600', '1400000US36061010602', '1400000US36061013200']",24246,99332.8
1297,P.S. 279,"1400000US36005024100,",['1400000US36005024100'],1803,23856.0
1298,Keane Square,"1400000US36005026602,",['1400000US36005026602'],2531,40755.0
1299,Proctor-Hopson Circle,"1400000US36081025800,",['1400000US36081025800'],575,67596.0
1300,Pena Herrera Park,"1400000US36047008000,",['1400000US36047008000'],1289,53380.0
1301,Beach 9 Playground,"1400000US36081101001,",['1400000US36081101001'],3223,24703.0
1302,Bradhurst Ave Garden,"1400000US36061023502,",['1400000US36061023502'],781,29293.0
1303,Castle Hill Park,"1400000US36005000400,1400000US36005009000,","['1400000US36005000400', '1400000US36005009000']",3099,50918.0
1304,I.S. 285,"1400000US36047093600,",['1400000US36047093600'],619,71964.0
1305,Vladeck Park,"1400000US36061000202,",['1400000US36061000202'],3496,29684.0
1306,P.S. 185,"1400000US36061018600,",['1400000US36061018600'],2004,24769.0
1307,Northern Playground,"1400000US36081027300,",['1400000US36081027300'],2472,39073.0
1308,P.S. 180,"1400000US36047047000,",['1400000US36047047000'],711,46696.0
1309,El Batey de Do?a Provi Garden,"1400000US36005039500,",['1400000US36005039500'],1447,25702.0
1310,Lawrence Virgilio Playground,"1400000US36081025100,",['1400000US36081025100'],2293,41456.0
1311,Annunciation Park,"1400000US36061021303,",['1400000US36061021303'],2188,37628.0
1312,Coffey Square,"1400000US36047014200,",['1400000US36047014200'],1306,56324.0
1313,Hines Park,"1400000US36005018500,",['1400000US36005018500'],2439,26496.0
1314,Howard Pool,"1400000US36047090600,",['1400000US36047090600'],1591,15674.0
1315,Patricia A. Brackley Park,"1400000US36081093401,",['1400000US36081093401'],1334,81939.0
1316,Mount Hope Garden,"1400000US36005024100,",['1400000US36005024100'],1803,23856.0
1317,Mariners Harbor Playground,"1400000US36085031902,",['1400000US36085031902'],1659,22656.0
1318,Machate Circle,"1400000US36047017700,",['1400000US36047017700'],0,
1319,Decatur Playground,"1400000US36047027300,",['1400000US36047027300'],1246,34297.0
1320,Stars & Stripes Playground,"1400000US36005048400,",['1400000US36005048400'],1224,69701.0
1321,Bronx River Parkway,"1400000US36005006200,1400000US36005043500,1400000US36005033400,1400000US36005004800,1400000US36005002400,1400000US36005021800,1400000US36005006400,1400000US36005041800,1400000US36005037600,1400000US36005004400,1400000US36005045102,1400000US36005006000,1400000US36005006800,1400000US36005024000,1400000US36005037800,1400000US36005041400,1400000US36005045101,","['1400000US36005006200', '1400000US36005043500', '1400000US36005033400', '1400000US36005004800', '1400000US36005002400', '1400000US36005021800', '1400000US36005006400', '1400000US36005041800', '1400000US36005037600', '1400000US36005004400', '1400000US36005045102', '1400000US36005006000', '1400000US36005006800', '1400000US36005024000', '1400000US36005037800', '1400000US36005041400', '1400000US36005045101']",18244,42307.0625
1322,Heffernan Square (t),"1400000US36047011000,",['1400000US36047011000'],666,40238.0
1323,Aqueduct Walk,"1400000US36005024300,1400000US36005025100,1400000US36005026500,1400000US36005026300,1400000US36005025300,","['1400000US36005024300', '1400000US36005025100', '1400000US36005026500', '1400000US36005026300', '1400000US36005025300']",10124,28610.2
1324,Silver Lake Golf Course,"1400000US36085005900,",['1400000US36085005900'],1122,100645.0
1325,Eight Oaks Triangle,"1400000US36081013800,",['1400000US36081013800'],1369,57917.0
1326,Merriam Plgd  (upper),"1400000US36005020100,",['1400000US36005020100'],1307,24160.0
1327,101st St. Soccer Field,"1400000US36061019100,",['1400000US36061019100'],4652,83188.0
1328,Latimer Playground,"1400000US36081025800,",['1400000US36081025800'],575,67596.0
1329,Lynch Triangle,"1400000US36005036000,",['1400000US36005036000'],921,65938.0
1330,Damrosch Park,"1400000US36061014900,",['1400000US36061014900'],3039,154972.0
1331,Gorman Playground,"1400000US36081032900,",['1400000US36081032900'],1105,53495.0
1332,Crispus Attucks Playground,"1400000US36047022700,",['1400000US36047022700'],1427,53363.0
1333,Bufano Park,"1400000US36005018400,",['1400000US36005018400'],1421,60518.0
1334,Hunts Point Riverside Park,"1400000US36005011700,1400000US36005011502,","['1400000US36005011700', '1400000US36005011502']",1937,23624.0
1335,LaTourette Park & Golf Course,"1400000US36085027900,",['1400000US36085027900'],612,91500.0
1336,Louis Pasteur Park,"1400000US36081150701,",['1400000US36081150701'],1058,92308.0
1337,Brighton Playground,"1400000US36047036001,",['1400000US36047036001'],1622,22384.0
1338,Whalen Park,"1400000US36005042300,",['1400000US36005042300'],1454,31786.0
1339,East River Esplanade,"1400000US36061019200,1400000US36061008601,1400000US36061015200,1400000US36061017800,1400000US36061014402,1400000US36061016200,","['1400000US36061019200', '1400000US36061008601', '1400000US36061015200', '1400000US36061017800', '1400000US36061014402', '1400000US36061016200']",15927,68823.6666667
1340,Henry Hudson Park,"1400000US36005029301,1400000US36005030100,","['1400000US36005029301', '1400000US36005030100']",1363,89408.0
1341,Cross Island Parkway-Greenstreet,"1400000US36081161700,",['1400000US36081161700'],1482,73929.0
1342,Lozada Playground,"1400000US36005002300,",['1400000US36005002300'],1937,14479.0
1343,Jordan Magic Garden,"1400000US36047115200,",['1400000US36047115200'],1000,32500.0
1344,Unity Gardens,"1400000US36061020800,",['1400000US36061020800'],2077,42220.0
1345,Potomac Playground,"1400000US36047026900,",['1400000US36047026900'],1150,48841.0
1346,Allerton Playground,"1400000US36005034800,",['1400000US36005034800'],2092,36156.0
1347,Barrier Playground,"1400000US36081071900,",['1400000US36081071900'],999,51658.0
1348,Andries Playground,"1400000US36047074800,",['1400000US36047074800'],648,61667.0
1349,Duke Park,"1400000US36047115800,",['1400000US36047115800'],901,44142.0
1350,Hot Spot Tot Lot,"1400000US36047076600,",['1400000US36047076600'],771,59926.0
1351,Clemens Triangle,"1400000US36081055300,",['1400000US36081055300'],765,46780.0
1352,Murphy Triangle,"1400000US36005037504,",['1400000US36005037504'],1249,15707.0
1353,Haven Esplanade (lower),"1400000US36085007500,",['1400000US36085007500'],1130,48226.0
1354,Van Voorhees Park,"1400000US36047004700,",['1400000US36047004700'],787,101150.0
1355,Charlton Garden,"1400000US36005018500,",['1400000US36005018500'],2439,26496.0
1356,Linwood Playground,"1400000US36047112000,",['1400000US36047112000'],1103,21507.0
1357,Lower East Side Ecology Center,"1400000US36061002602,",['1400000US36061002602'],2136,70037.0
1358,Archie C Ketchum Triangle,"1400000US36047042800,",['1400000US36047042800'],1454,52188.0
1359,City Hall Park,"1400000US36061003100,",['1400000US36061003100'],730,183500.0
1360,Arlington Square,"1400000US36047050900,",['1400000US36047050900'],655,32762.0
1361,Admiral Farragut Playground,"1400000US36005036902,1400000US36005036901,","['1400000US36005036902', '1400000US36005036901']",1478,19960.5
1362,Chief Dennis L. Devlin Park,"1400000US36005009200,",['1400000US36005009200'],1778,35227.0
1363,P.S. 48,"1400000US36061027100,1400000US36047024400,","['1400000US36061027100', '1400000US36047024400']",4016,49180.5
1364,P.S. 44,"1400000US36085023100,",['1400000US36085023100'],1290,69113.0
1365,Fagan Square,"1400000US36081016300,",['1400000US36081016300'],1729,23717.0
1366,P.S. 47,"1400000US36005007600,",['1400000US36005007600'],1604,33465.0
1367,P.S. 41,"1400000US36085012200,",['1400000US36085012200'],1431,91563.0
1368,St. Mark's Block Association,"1400000US36047036300,",['1400000US36047036300'],1572,29741.0
1369,Lt. Lia Playground,"1400000US36085000900,",['1400000US36085000900'],628,52500.0
1370,Tappen Park,"1400000US36085002100,",['1400000US36085002100'],1273,53386.0
1371,Veterans Park,"1400000US36085020700,",['1400000US36085020700'],1857,36287.0
1372,Black Rock Playground,"1400000US36005004001,",['1400000US36005004001'],490,48056.0
1373,Hawkins Sitting Area-city Island,"1400000US36005051600,",['1400000US36005051600'],1913,76771.0
1374,Audubon Playground,"1400000US36061025300,",['1400000US36061025300'],3840,36780.0
1375,Schmul Park,"1400000US36085029102,1400000US36085022800,","['1400000US36085029102', '1400000US36085022800']",997,84559.0
1376,Thomas Greene Playground,"1400000US36047011900,",['1400000US36047011900'],717,82969.0
1377,Tudor Malls,"1400000US36081005800,",['1400000US36081005800'],1982,72639.0
1378,Queens Valley Playground,"1400000US36081077902,",['1400000US36081077902'],1636,83629.0
1379,Playground,"1400000US36081042600,1400000US36081121100,1400000US36081056800,","['1400000US36081042600', '1400000US36081121100', '1400000US36081056800']",1405,64858.0
1380,Wolfes Pond Park,"1400000US36085019800,",['1400000US36085019800'],2200,90625.0
1381,Terrace Promenade South,"1400000US36061019100,",['1400000US36061019100'],4652,83188.0
1382,Keltch Park,"1400000US36005021900,",['1400000US36005021900'],409,31292.0
1383,Clearview Park Golf Course,"1400000US36081099701,",['1400000US36081099701'],1177,75852.0
1384,Jerome Park,"1400000US36005040900,",['1400000US36005040900'],1320,46278.0
1385,Pralls Island,"1400000US36085029102,",['1400000US36085029102'],980,84559.0
1386,Courtney Callender Playground,"1400000US36061020800,",['1400000US36061020800'],2077,42220.0
1387,BAISLEY POND PARK,"1400000US36081029400,",['1400000US36081029400'],2324,65471.0
1388,Earth Spirit Garden,"1400000US36047052300,",['1400000US36047052300'],2369,43076.0
1389,Joseph Manna Park,"1400000US36085032300,",['1400000US36085032300'],495,56406.0
1390,Williamsbridge Oval,"1400000US36005042300,",['1400000US36005042300'],1454,31786.0
1391,Glenmore Hendrix Block Association,"1400000US36047115200,",['1400000US36047115200'],1000,32500.0
1392,Poppenhusen Playground,"1400000US36081092500,",['1400000US36081092500'],1203,48016.0
1393,Ewen Park,"1400000US36005029500,",['1400000US36005029500'],1833,100750.0
1394,Grandview Playground,"1400000US36085031901,",['1400000US36085031901'],1017,25064.0
